股票代码,股票简称,申购代码,交易所,板块,发行总数,网上发行,顶格申购需配市值,申购上限,发行价格,最新价,首日收盘价,申购日期,中签号公布日,中签缴款日期,上市日期,发行市盈率,行业市盈率,中签率,询价累计报价倍数,配售对象报价家数,连续一字板数量,涨幅,每中一签获利
300749,顶固集创,300749,深圳证券交易所,非科创板,2850.0,25650000,11.0,11000,12.22,25.79,17.6,2018-09-13,2018-09-17,2018-09-17,2018-09-25 00:00:00,22.99,26.85,0.0331200659,1144.5,4820.0,7,175.2,10705.0
601577,长沙银行,780577,上海证券交易所,非科创板,34215.5376,307940000,102.0,102000,7.99,8.77,11.51,2018-09-12,2018-09-14,2018-09-14,2018-09-26 00:00:00,6.97,6.59,0.16803519,356.99,4226.0,1,48.58,3880.0
002937,兴瑞科技,002937,深圳证券交易所,非科创板,4600.0,41400000,18.0,18000,9.94,44.1,14.31,2018-09-12,2018-09-14,2018-09-14,2018-09-26 00:00:00,22.99,30.25,0.0370542715,1057.24,4828.0,7,178.85,8890.0
603583,捷昌驱动,732583,上海证券交易所,非科创板,3020.0,27180000,12.0,12000,29.17,23.66,42.0,2018-09-11,2018-09-13,2018-09-13,2018-09-21 00:00:00,22.99,21.68,0.03428189,448.35,4488.0,3,83.93,24480.0
002936,郑州银行,002936,深圳证券交易所,非科创板,60000.0,540000000,180.0,180000,4.59,1.69,6.61,2018-09-07,2018-09-11,2018-09-11,2018-09-19 00:00:00,6.5,6.6,0.2461158397,136.25,4498.0,3,65.21,1495.0
603810,丰山集团,732810,上海证券交易所,非科创板,2000.0,20000000,20.0,20000,25.43,11.68,36.62,2018-09-06,2018-09-10,2018-09-10,2018-09-17 00:00:00,20.39,20.39,0.01907601,,,5,99.3,25250.0
300748,金力永磁,300748,深圳证券交易所,非科创板,4160.0,37440000,12.0,12000,5.39,33.0,7.76,2018-09-06,2018-09-10,2018-09-10,2018-09-21 00:00:00,22.98,30.24,0.0457033189,1566.24,4333.0,13,385.31,10385.0
002938,鹏鼎控股,002938,深圳证券交易所,非科创板,23114.3082,208029000,69.0,69000,16.07,92.52,23.14,2018-09-05,2018-09-07,2018-09-07,2018-09-18 00:00:00,22.99,30.42,0.1170201614,143.87,4604.0,3,69.0,5545.0
603790,雅运股份,732790,上海证券交易所,非科创板,3680.0,33120000,13.0,13000,10.98,24.89,15.81,2018-08-30,2018-09-03,2018-09-03,2018-09-12 00:00:00,15.83,20.86,0.03984488,1739.58,5002.0,8,201.06,22080.0
603297,永新光学,732297,上海证券交易所,非科创板,2100.0,18900000,8.0,8000,25.87,133.32,37.25,2018-08-29,2018-08-31,2018-08-31,2018-09-10 00:00:00,22.99,28.17,0.03030899,1753.19,4138.0,5,122.22,31620.0
002935,天奥电子,002935,深圳证券交易所,非科创板,2667.0,24003000,8.0,8000,19.38,23.02,27.91,2018-08-23,2018-08-27,2018-08-27,2018-09-03 00:00:00,22.99,31.15,0.0347859538,805.86,4951.0,9,223.48,21655.0
601068,中铝国际,780068,上海证券交易所,非科创板,29590.6667,266317000,88.0,88000,3.45,4.35,4.97,2018-08-21,2018-08-23,2018-08-23,2018-08-31 00:00:00,31.86,10.42,0.14839282,363.99,4028.0,8,199.75,6890.0
603192,汇得科技,732192,上海证券交易所,非科创板,2666.6667,24001000,10.0,10000,19.6,17.66,28.22,2018-08-16,2018-08-20,2018-08-20,2018-08-28 00:00:00,22.99,21.97,0.03355654,1094.0,4324.0,7,166.97,32730.0
002933,新兴装备,002933,深圳证券交易所,非科创板,2935.0,26415000,11.5,11500,22.45,26.41,32.33,2018-08-15,2018-08-17,2018-08-17,2018-08-28 00:00:00,22.99,33.97,0.0306039109,829.76,4838.0,9,216.11,24260.0
603590,康辰药业,732590,上海证券交易所,非科创板,4000.0,36000000,16.0,16000,24.34,31.15,35.05,2018-08-14,2018-08-16,2018-08-16,2018-08-27 00:00:00,22.99,34.12,0.03835219,1635.49,4989.0,5,126.21,30720.0
300724,捷佳伟创,300724,深圳证券交易所,非科创板,8000.0,72000000,32.0,32000,14.16,70.13,20.39,2018-08-01,2018-08-03,2018-08-03,2018-08-10 00:00:00,18.47,39.05,0.0535574385,342.44,5446.0,6,148.32,10500.0
601606,长城军工,780606,上海证券交易所,非科创板,14800.0,133200000,44.0,44000,3.33,28.58,4.8,2018-07-25,2018-07-27,2018-07-27,2018-08-06 00:00:00,22.93,23.75,0.08737836,842.32,4354.0,15,498.01,16580.0
603657,春光科技,732657,上海证券交易所,非科创板,2400.0,21600000,9.0,9000,18.46,27.61,26.58,2018-07-18,2018-07-20,2018-07-20,2018-07-30 00:00:00,22.99,28.02,0.03097174,1821.49,4370.0,8,202.24,37330.0
601869,长飞光纤,780869,上海证券交易所,非科创板,7579.051,68212000,22.0,22000,26.71,464.37,38.46,2018-07-10,2018-07-12,2018-07-12,2018-07-20 00:00:00,16.38,32.9,0.0584875,815.75,4419.0,7,143.72,38390.0
603713,密尔克卫,732713,上海证券交易所,非科创板,3812.0,34308000,15.0,15000,11.27,72.03,16.23,2018-07-04,2018-07-06,2018-07-06,2018-07-13 00:00:00,20.53,20.55,0.03578099,1088.7,4984.0,12,343.89,38760.0
002932,*ST明德,002932,深圳证券交易所,非科创板,1664.6287,16646000,16.5,16500,20.45,15.01,29.45,2018-06-29,2018-07-03,2018-07-03,2018-07-10 00:00:00,22.99,37.78,0.0145321743,,,14,362.4,37055.0
603706,东方环宇,732706,上海证券交易所,非科创板,4000.0,36000000,16.0,16000,13.09,18.41,18.85,2018-06-27,2018-06-29,2018-06-29,2018-07-09 00:00:00,22.99,28.45,0.03488118,1008.87,4733.0,10,260.14,34050.0
603105,芯能科技,732105,上海证券交易所,非科创板,8800.0,79200000,26.0,26000,4.83,6.95,6.96,2018-06-27,2018-06-29,2018-06-29,2018-07-09 00:00:00,22.96,24.31,0.06069479,1030.63,5080.0,15,454.3,21940.0
603693,江苏新能,732693,上海证券交易所,非科创板,11800.0,106200000,35.0,35000,9.0,12.7,12.96,2018-06-21,2018-06-25,2018-06-25,2018-07-03 00:00:00,17.87,21.36,0.07147914,377.81,5179.0,11,290.86,26180.0
603650,彤程新材,732650,上海证券交易所,非科创板,5880.0,52920000,17.0,17000,12.32,97.71,17.74,2018-06-14,2018-06-19,2018-06-19,2018-06-27 00:00:00,22.99,24.54,0.04762229,971.3,4979.0,9,230.92,28450.0
300747,锐科激光,300747,深圳证券交易所,非科创板,3200.0,28800000,12.5,12500,38.11,46.33,54.88,2018-06-13,2018-06-15,2018-06-15,2018-06-25 00:00:00,17.96,38.01,0.0300760204,840.54,5341.0,13,391.52,74605.0
603587,地素时尚,732587,上海证券交易所,非科创板,6100.0,54900000,18.0,18000,27.52,11.51,39.63,2018-06-12,2018-06-14,2018-06-14,2018-06-22 00:00:00,22.99,27.69,0.04744282,984.03,5014.0,2,64.97,17880.0
601066,中信建投,780066,上海证券交易所,非科创板,40000.0,360000000,120.0,120000,5.42,28.37,7.8,2018-06-07,2018-06-11,2018-06-11,2018-06-20 00:00:00,11.21,21.25,0.1574863,414.13,4428.0,5,111.93,6070.0
601990,南京证券,780990,上海证券交易所,非科创板,27502.0,247518000,82.0,82000,3.79,6.71,5.46,2018-06-01,2018-06-05,2018-06-05,2018-06-13 00:00:00,25.61,21.04,0.12100912,528.1,5078.0,7,163.37,6190.0
603666,亿嘉和,732666,上海证券交易所,非科创板,1754.39,17543000,17.0,17000,34.46,29.23,49.62,2018-05-31,2018-06-04,2018-06-04,2018-06-12 00:00:00,19.5,44.53,0.01555467,,,8,196.67,67770.0
601330,绿色动力,780330,上海证券交易所,非科创板,11620.0,104580000,34.0,34000,3.29,7.06,4.74,2018-05-30,2018-06-01,2018-06-01,2018-06-11 00:00:00,19.56,32.31,0.06637054,915.5,4889.0,15,500.88,16480.0
300750,宁德时代,300750,深圳证券交易所,非科创板,21724.3733,195519500,65.0,65000,25.14,382.35,36.2,2018-05-30,2018-06-01,2018-06-01,2018-06-11 00:00:00,22.99,24.99,0.0937315106,546.17,5342.0,8,166.89,20980.0
601138,工业富联,780138,上海证券交易所,非科创板,196953.0023,1006101000,413.0,413000,13.77,64.02,19.83,2018-05-24,2018-05-28,2018-05-28,2018-06-08 00:00:00,17.09,41.66,0.34208404,569.71,3284.0,3,81.32,11200.0
603486,科沃斯,732486,上海证券交易所,非科创板,4010.0,36090000,12.0,12000,20.02,51.26,28.83,2018-05-16,2018-05-18,2018-05-18,2018-05-28 00:00:00,22.99,27.09,0.03879226,994.94,4887.0,11,301.97,60450.0
300746,汉嘉数智,300746,深圳证券交易所,非科创板,5260.0,47340000,21.0,21000,5.62,10.7,8.09,2018-05-16,2018-05-18,2018-05-18,2018-05-25 00:00:00,21.45,55.68,0.0360854015,1813.91,5696.0,15,500.85,14075.0
300745,欣锐科技,300745,深圳证券交易所,非科创板,2863.0,25767000,11.0,11000,11.65,43.11,16.78,2018-05-14,2018-05-16,2018-05-16,2018-05-23 00:00:00,17.29,17.3,0.0284974831,1057.87,5667.0,14,429.01,24990.0
603045,福达合金,732045,上海证券交易所,非科创板,2458.0,22122000,9.0,9000,9.65,70.67,13.9,2018-05-07,2018-05-09,2018-05-09,2018-05-17 00:00:00,22.76,28.72,0.02757979,2103.26,5108.0,15,488.52,47140.0
300454,深信服,300454,深圳证券交易所,非科创板,4001.0,36009000,12.0,12000,30.07,93.7,43.3,2018-05-07,2018-05-09,2018-05-09,2018-05-16 00:00:00,22.99,51.89,0.0370184249,581.52,5398.0,10,259.86,39070.0
603013,亚普股份,732013,上海证券交易所,非科创板,6000.0,54000000,18.0,18000,11.67,16.05,16.8,2018-04-25,2018-04-27,2018-04-27,2018-05-09 00:00:00,18.0,18.06,0.04592343,940.13,4889.0,9,231.97,27070.0
603259,药明康德,732259,上海证券交易所,非科创板,10419.8556,93779000,31.0,31000,21.6,121.3,31.1,2018-04-24,2018-04-26,2018-04-26,2018-05-08 00:00:00,22.99,65.32,0.06106337,203.78,4887.0,16,493.24,106540.0
603596,伯特利,732596,上海证券交易所,非科创板,4086.0,36774000,12.0,12000,15.1,25.14,21.74,2018-04-18,2018-04-20,2018-04-20,2018-04-27 00:00:00,22.88,19.02,0.04018604,1566.13,5079.0,9,213.85,32290.0
603348,文灿股份,732348,上海证券交易所,非科创板,5500.0,49500000,22.0,22000,15.26,13.73,21.97,2018-04-16,2018-04-18,2018-04-18,2018-04-26 00:00:00,22.99,41.58,0.03905594,924.03,5048.0,7,170.62,26040.0
603733,仙鹤股份,732733,上海证券交易所,非科创板,6200.0,55800000,18.0,18000,13.59,27.55,19.57,2018-04-09,2018-04-11,2018-04-11,2018-04-20 00:00:00,22.98,39.16,0.04715753,506.68,5451.0,6,129.5,17600.0
603876,鼎胜新材,732876,上海证券交易所,非科创板,6500.0,58500000,19.0,19000,13.54,25.2,19.5,2018-04-04,2018-04-10,2018-04-10,2018-04-18 00:00:00,22.98,84.5,0.04796259,583.39,5176.0,8,157.85,21370.0
603773,沃格光电,732773,上海证券交易所,非科创板,2364.8889,21285000,9.0,9000,33.37,137.81,48.05,2018-04-04,2018-04-10,2018-04-10,2018-04-17 00:00:00,15.68,49.0,0.0267262,1186.52,5564.0,8,174.87,58350.0
300743,天地数码,300743,深圳证券交易所,非科创板,1650.0,16500000,16.5,16500,14.7,14.95,21.17,2018-04-04,2018-04-10,2018-04-10,2018-04-27 00:00:00,22.99,49.0,0.0141316774,,,16,561.86,41295.0
603301,振德医疗,732301,上海证券交易所,非科创板,2500.0,22500000,10.0,10000,19.82,84.04,28.54,2018-03-29,2018-04-02,2018-04-02,2018-04-12 00:00:00,22.99,58.6,0.02682548,1741.43,5099.0,11,278.41,55180.0
603897,长城科技,732897,上海证券交易所,非科创板,4460.0,40140000,17.0,17000,17.66,37.41,25.43,2018-03-28,2018-03-30,2018-03-30,2018-04-10 00:00:00,18.71,30.69,0.03601227,1639.29,5553.0,6,148.21,26170.0
002931,锋龙股份,002931,深圳证券交易所,非科创板,2222.0,19998000,8.5,8500,12.36,71.28,17.8,2018-03-22,2018-03-26,2018-03-26,2018-04-03 00:00:00,22.98,58.08,0.023803367,1840.21,6185.0,11,310.94,19215.0
603214,爱婴室,732214,上海证券交易所,非科创板,2500.0,22500000,10.0,10000,19.95,12.68,28.73,2018-03-21,2018-03-23,2018-03-23,2018-03-30 00:00:00,22.98,40.01,0.02663814,2950.97,5577.0,9,223.49,44590.0
300504,天邑股份,300504,深圳证券交易所,非科创板,6685.2,60167000,25.5,25500,13.06,15.42,18.81,2018-03-21,2018-03-23,2018-03-23,2018-03-30 00:00:00,22.98,48.51,0.0415050104,2384.01,6558.0,9,228.27,14905.0
600929,雪天盐业,730929,上海证券交易所,非科创板,15000.0,135000000,45.0,45000,3.71,4.71,5.34,2018-03-14,2018-03-16,2018-03-16,2018-03-26 00:00:00,22.99,40.05,0.07875044,1073.18,5574.0,13,397.49,14750.0
300634,彩讯股份,300634,深圳证券交易所,非科创板,4001.0,36009000,12.0,12000,7.17,19.82,10.32,2018-03-14,2018-03-16,2018-03-16,2018-03-23 00:00:00,22.98,44.98,0.0375736537,1999.96,5523.0,17,621.7,22290.0
002930,宏川智慧,002930,深圳证券交易所,非科创板,6083.0,54747000,24.0,24000,8.53,9.95,12.28,2018-03-14,2018-03-16,2018-03-16,2018-03-28 00:00:00,22.97,39.44,0.0362170191,844.35,6136.0,9,239.85,10230.0
002928,华夏航空,002928,深圳证券交易所,非科创板,4050.0,36450000,12.0,12000,20.64,7.11,29.72,2018-02-14,2018-02-23,2018-02-23,2018-03-02 00:00:00,22.99,25.25,0.0380308103,611.56,6130.0,5,126.75,13080.0
300741,华宝股份,300741,深圳证券交易所,非科创板,6159.0,55431000,18.0,18000,38.6,13.05,55.58,2018-02-13,2018-02-22,2018-02-22,2018-03-01 00:00:00,22.99,41.47,0.0474306872,147.88,6311.0,1,44.39,8565.0
002929,润建股份,002929,深圳证券交易所,非科创板,5518.66,49668000,22.0,22000,23.95,69.65,34.49,2018-02-13,2018-02-22,2018-02-22,2018-03-01 00:00:00,22.99,44.99,0.035422513,560.28,6060.0,4,107.54,12880.0
603059,倍加洁,732059,上海证券交易所,非科创板,2000.0,20000000,20.0,20000,24.07,24.92,34.66,2018-02-09,2018-02-13,2018-02-13,2018-03-02 00:00:00,22.99,32.6,0.01651092,,,4,106.59,25660.0
603680,今创集团,732680,上海证券交易所,非科创板,4200.0,37800000,12.0,12000,32.69,9.98,47.07,2018-02-08,2018-02-12,2018-02-12,2018-02-27 00:00:00,22.99,47.5,0.04026027,573.76,5548.0,1,56.87,18590.0
603712,七一二,732712,上海证券交易所,非科创板,10000.0,90000000,30.0,30000,4.55,12.55,6.55,2018-02-07,2018-02-09,2018-02-09,2018-02-26 00:00:00,22.99,45.32,0.05855915,1191.16,5461.0,14,446.73,20330.0
600901,江苏金租,730901,上海证券交易所,非科创板,63999.97,576000000,191.0,191000,6.25,6.03,9.0,2018-02-07,2018-02-09,2018-02-09,2018-03-01 00:00:00,22.98,33.27,0.2181177,130.26,5824.0,2,71.25,4450.0
002927,泰永长征,002927,深圳证券交易所,非科创板,2345.0,21105000,9.0,9000,14.78,18.35,21.28,2018-02-07,2018-02-09,2018-02-09,2018-02-23 00:00:00,22.99,31.89,0.0236987099,2437.51,6800.0,6,148.63,10985.0
603156,养元饮品,732156,上海证券交易所,非科创板,5380.5,38745000,16.0,16000,78.73,45.15,113.37,2018-01-31,2018-02-02,2018-02-02,2018-02-12 00:00:00,17.74,50.09,0.03366724,98.95,5635.0,1,33.11,26060.0
300740,水羊股份,300740,深圳证券交易所,非科创板,4000.0,36000000,16.0,16000,21.23,22.27,30.57,2018-01-30,2018-02-01,2018-02-01,2018-02-08 00:00:00,22.99,41.9,0.0301822095,1331.8,6183.0,4,105.85,11235.0
603709,中源家居,732709,上海证券交易所,非科创板,2000.0,20000000,20.0,20000,19.86,13.82,28.6,2018-01-29,2018-01-31,2018-01-31,2018-02-08 00:00:00,22.99,47.25,0.01529489,,,4,75.68,15030.0
300644,南京聚隆,300644,深圳证券交易所,非科创板,1600.0,16000000,16.0,16000,18.03,24.2,25.96,2018-01-26,2018-01-30,2018-01-30,2018-02-06 00:00:00,22.99,35.84,0.0133522516,,,6,124.27,11205.0
603871,嘉友国际,732871,上海证券交易所,非科创板,2000.0,20000000,20.0,20000,41.89,11.04,60.32,2018-01-25,2018-01-29,2018-01-29,2018-02-06 00:00:00,22.99,34.35,0.01522289,,,3,79.01,33100.0
002926,华西证券,002926,深圳证券交易所,非科创板,52500.0,472500000,157.5,157500,9.46,8.35,13.62,2018-01-24,2018-01-26,2018-01-26,2018-02-05 00:00:00,22.97,23.05,0.1627869624,477.35,5805.0,3,74.48,3525.0
603516,淳中科技,732516,上海证券交易所,非科创板,2338.67,21049000,8.0,8000,19.64,121.6,28.28,2018-01-23,2018-01-25,2018-01-25,2018-02-02 00:00:00,22.99,44.0,0.02683139,767.77,5714.0,5,131.85,25900.0
603506,南都物业,732506,上海证券交易所,非科创板,1984.127,19841000,19.0,19000,16.25,10.0,23.4,2018-01-23,2018-01-25,2018-01-25,2018-02-01 00:00:00,22.98,16.72,0.01527134,,,6,116.14,18870.0
300739,明阳电路,300739,深圳证券交易所,非科创板,3080.0,27720000,10.5,10500,22.3,32.83,32.11,2018-01-23,2018-01-25,2018-01-25,2018-02-01 00:00:00,22.99,44.41,0.0294845797,635.3,6296.0,5,93.29,10400.0
601838,成都银行,780838,上海证券交易所,非科创板,36122.5134,325103000,108.0,108000,6.99,18.38,10.07,2018-01-17,2018-01-19,2018-01-19,2018-01-31 00:00:00,9.99,7.54,0.13842528,576.82,5624.0,5,132.19,9240.0
300737,科顺股份,300737,深圳证券交易所,非科创板,15266.66,137400000,45.5,45500,9.95,6.81,14.33,2018-01-16,2018-01-18,2018-01-18,2018-01-25 00:00:00,22.98,38.95,0.0723415535,251.6,6329.0,5,103.39,5145.0
603356,华菱精工,732356,上海证券交易所,非科创板,3334.0,30006000,13.0,13000,10.21,17.21,14.7,2018-01-11,2018-01-15,2018-01-15,2018-01-24 00:00:00,22.98,40.48,0.0291511586,1155.87,5755.0,6,155.12,15840.0
603895,天永智能,732895,上海证券交易所,非科创板,1930.0,19300000,19.0,19000,18.33,30.63,26.4,2018-01-10,2018-01-12,2018-01-12,2018-01-22 00:00:00,22.99,60.06,0.01521724,,,7,168.32,30850.0
300738,奥飞数据,300738,深圳证券交易所,非科创板,1632.0,16320000,16.0,16000,18.15,20.9,26.14,2018-01-10,2018-01-12,2018-01-12,2018-01-19 00:00:00,22.99,48.37,0.0136446013,,,11,253.43,23000.0
300624,万兴科技,300624,深圳证券交易所,非科创板,2000.0,20000000,20.0,20000,16.55,52.58,23.83,2018-01-05,2018-01-09,2018-01-09,2018-01-18 00:00:00,22.96,48.57,0.0148506753,,,10,258.22,21370.0
300733,西菱动力,300733,深圳证券交易所,非科创板,4000.0,36000000,16.0,16000,12.9,12.26,18.58,2018-01-04,2018-01-08,2018-01-08,2018-01-16 00:00:00,22.98,19.79,0.0297794282,1296.29,6308.0,6,139.29,8985.0
002925,盈趣科技,002925,深圳证券交易所,非科创板,7500.0,67500000,22.5,22500,22.5,23.85,32.4,2018-01-04,2018-01-08,2018-01-08,2018-01-15 00:00:00,22.99,49.41,0.0429387301,241.68,6259.0,10,257.53,28970.0
601828,美凯龙,780828,上海证券交易所,非科创板,31500.0,283500000,94.0,94000,10.23,2.12,14.73,2018-01-03,2018-01-05,2018-01-05,2018-01-17 00:00:00,19.44,34.01,0.1243554,954.1,5514.0,5,125.78,12870.0
300736,百邦科技,300736,深圳证券交易所,非科创板,1357.72,13577000,13.5,13500,19.18,29.38,27.62,2017-12-28,2018-01-02,2018-01-02,2018-01-09 00:00:00,22.99,48.33,0.0128107383,,,8,208.59,20005.0
603161,科华控股,732161,上海证券交易所,非科创板,3340.0,30060000,13.0,13000,16.75,14.12,24.12,2017-12-26,2017-12-28,2017-12-28,2018-01-05 00:00:00,22.98,20.23,0.02920643,1211.67,6032.0,5,125.54,21030.0
300664,鹏鹞环保,300664,深圳证券交易所,非科创板,8000.0,72000000,24.0,24000,8.88,4.4,12.79,2017-12-26,2017-12-28,2017-12-28,2018-01-05 00:00:00,22.98,43.46,0.0491054255,799.18,6284.0,7,177.09,7865.0
002923,润都股份,002923,深圳证券交易所,非科创板,2500.0,22500000,10.0,10000,17.01,10.61,24.49,2017-12-26,2017-12-28,2017-12-28,2018-01-05 00:00:00,22.82,40.22,0.0227849614,2195.27,6569.0,6,151.36,12875.0
603080,新疆火炬,732080,上海证券交易所,非科创板,3550.0,31950000,14.0,14000,13.6,19.29,19.58,2017-12-21,2017-12-25,2017-12-25,2018-01-03 00:00:00,22.99,24.87,0.02998653,838.69,5896.0,11,295.03,40120.0
603329,上海雅仕,732329,上海证券交易所,非科创板,3300.0,29700000,13.0,13000,10.54,9.33,15.18,2017-12-20,2017-12-22,2017-12-22,2017-12-29 00:00:00,22.99,26.82,0.02893401,1717.96,5458.0,8,207.64,21890.0
002922,伊戈尔,002922,深圳证券交易所,非科创板,3300.0,29700000,13.0,13000,12.41,29.6,17.87,2017-12-20,2017-12-22,2017-12-22,2017-12-29 00:00:00,22.87,31.39,0.025701676,1602.79,6515.0,7,174.17,10810.0
603655,朗博科技,732655,上海证券交易所,非科创板,2650.0,23850000,10.0,10000,6.46,29.9,9.3,2017-12-19,2017-12-21,2017-12-21,2017-12-29 00:00:00,22.96,36.77,0.02702605,2999.19,5880.0,13,373.42,24120.0
300735,光弘科技,300735,深圳证券交易所,非科创板,8868.0,79812000,35.0,35000,9.99,21.6,14.39,2017-12-19,2017-12-21,2017-12-21,2017-12-29 00:00:00,22.98,52.28,0.0458248062,2628.49,7082.0,7,180.7,9025.0
002921,联诚精密,002921,深圳证券交易所,非科创板,2000.0,20000000,20.0,20000,11.55,28.56,16.63,2017-12-15,2017-12-19,2017-12-19,2017-12-27 00:00:00,22.99,46.4,0.0138520138,,,9,239.38,13825.0
300684,中石科技,300684,深圳证券交易所,非科创板,2172.0,19548000,8.5,8500,8.0,58.0,11.52,2017-12-14,2017-12-18,2017-12-18,2017-12-27 00:00:00,22.98,42.32,0.0242530173,3133.29,6760.0,17,590.02,23600.0
002920,德赛西威,002920,深圳证券交易所,非科创板,10000.0,90000000,30.0,30000,20.42,81.09,29.4,2017-12-14,2017-12-18,2017-12-18,2017-12-26 00:00:00,19.78,19.79,0.0509993503,315.12,7282.0,5,117.07,11955.0
603283,赛腾股份,732283,上海证券交易所,非科创板,4000.0,36000000,16.0,16000,6.9,72.86,9.94,2017-12-13,2017-12-15,2017-12-15,2017-12-25 00:00:00,22.98,62.15,0.03084608,1991.48,5930.0,14,392.39,27070.0
002919,名臣健康,002919,深圳证券交易所,非科创板,2036.0,18324000,7.0,7000,12.56,19.99,18.09,2017-12-07,2017-12-11,2017-12-11,2017-12-18 00:00:00,22.99,42.96,0.0230517985,2805.26,7244.0,10,240.62,15110.0
002918,蒙娜丽莎,002918,深圳证券交易所,非科创板,3943.0,35487000,15.5,15500,31.29,10.14,45.06,2017-12-07,2017-12-11,2017-12-11,2017-12-19 00:00:00,22.99,38.28,0.0271962858,563.61,6606.0,3,87.99,13765.0
603477,巨星农牧,732477,上海证券交易所,非科创板,6000.0,54000000,24.0,24000,5.58,14.95,8.04,2017-12-06,2017-12-08,2017-12-08,2017-12-18 00:00:00,22.98,40.09,0.03820169,1174.97,6023.0,10,258.68,14430.0
600025,华能水电,730025,上海证券交易所,非科创板,180000.0,1620000000,540.0,540000,2.17,9.13,3.12,2017-12-05,2017-12-07,2017-12-07,2017-12-15 00:00:00,76.86,18.59,0.51337368,998.02,5277.0,4,106.52,2310.0
603890,春秋电子,732890,上海证券交易所,非科创板,3425.0,30825000,13.0,13000,23.72,24.03,34.16,2017-11-30,2017-12-04,2017-12-04,2017-12-12 00:00:00,22.98,54.33,0.02873656,1484.38,6074.0,4,79.9,18950.0
300732,设研院,300732,深圳证券交易所,非科创板,1800.0,18000000,18.0,18000,41.42,5.72,59.64,2017-11-30,2017-12-04,2017-12-04,2017-12-12 00:00:00,22.99,75.81,0.0135980276,,,4,100.94,20905.0
002916,深南电路,002916,深圳证券交易所,非科创板,7000.0,63000000,28.0,28000,19.3,423.1,27.79,2017-11-30,2017-12-04,2017-12-04,2017-12-13 00:00:00,22.99,54.33,0.0353097848,1221.17,6351.0,12,347.84,33565.0
300731,科创新源,300731,深圳证券交易所,非科创板,2200.0,19800000,8.5,8500,13.24,53.28,19.07,2017-11-29,2017-12-01,2017-12-01,2017-12-08 00:00:00,22.98,38.8,0.0237187407,2039.09,6580.0,6,151.51,10030.0
002917,金奥博,002917,深圳证券交易所,非科创板,2827.0,25443000,8.0,8000,11.64,10.94,16.76,2017-11-29,2017-12-01,2017-12-01,2017-12-08 00:00:00,22.98,43.59,0.0285781838,1690.75,6662.0,6,130.03,7570.0
300730,科创信息,300730,深圳证券交易所,非科创板,2324.0,20916000,9.0,9000,8.36,13.63,12.04,2017-11-23,2017-11-27,2017-11-27,2017-12-05 00:00:00,22.98,52.36,0.0239104952,2500.52,6923.0,13,397.01,16595.0
002915,中欣氟材,002915,深圳证券交易所,非科创板,2800.0,25200000,11.0,11000,6.43,23.54,9.26,2017-11-23,2017-11-27,2017-11-27,2017-12-05 00:00:00,22.96,43.86,0.0228618142,1998.71,6551.0,15,469.49,15095.0
603917,合力科技,732917,上海证券交易所,非科创板,2800.0,25200000,11.0,11000,14.22,12.9,20.48,2017-11-22,2017-11-24,2017-11-24,2017-12-04 00:00:00,22.99,64.95,0.02511798,1777.67,5985.0,5,125.82,17890.0
300729,乐歌股份,300729,深圳证券交易所,非科创板,2150.0,19350000,8.5,8500,16.06,9.83,23.13,2017-11-22,2017-11-24,2017-11-24,2017-12-01 00:00:00,22.99,48.15,0.0227278038,1531.73,6356.0,7,135.65,10895.0
002913,奥士康,002913,深圳证券交易所,非科创板,3601.3,32412000,14.0,14000,30.38,58.02,43.75,2017-11-22,2017-11-24,2017-11-24,2017-12-01 00:00:00,22.99,54.03,0.0251608151,550.69,7400.0,3,84.2,12790.0
603848,好太太,732848,上海证券交易所,非科创板,4100.0,36900000,12.0,12000,7.89,13.83,11.36,2017-11-21,2017-11-23,2017-11-23,2017-12-01 00:00:00,22.98,49.41,0.03506397,2258.61,6456.0,8,201.31,15880.0
603711,香飘飘,732711,上海证券交易所,非科创板,4001.0,36009000,10.0,10000,14.18,11.63,20.42,2017-11-21,2017-11-23,2017-11-23,2017-11-30 00:00:00,22.99,43.74,0.03825142,800.8,5918.0,5,122.51,17370.0
603809,豪能股份,732809,上海证券交易所,非科创板,2667.0,24003000,9.0,9000,22.39,9.11,32.24,2017-11-16,2017-11-20,2017-11-20,2017-11-28 00:00:00,22.99,20.64,0.02746593,679.41,5637.0,4,85.78,19210.0
603685,晨丰科技,732685,上海证券交易所,非科创板,2500.0,22500000,10.0,10000,21.04,27.73,30.3,2017-11-15,2017-11-17,2017-11-17,2017-11-27 00:00:00,22.99,32.02,0.02406468,1018.2,6093.0,5,95.64,20120.0
300727,润禾材料,300727,深圳证券交易所,非科创板,2440.0,21960000,9.5,9500,8.34,38.68,12.01,2017-11-15,2017-11-17,2017-11-17,2017-11-27 00:00:00,22.98,44.0,0.0239167039,2372.89,6878.0,10,273.11,11390.0
300726,宏达电子,300726,深圳证券交易所,非科创板,4010.0,36090000,12.0,12000,11.16,82.02,16.07,2017-11-10,2017-11-14,2017-11-14,2017-11-21 00:00:00,22.98,53.02,0.0333482889,2061.92,7206.0,9,203.39,11350.0
